claim_id,assessor_name,claim_type,notification_channel,complexity_score,prior_claims,days_to_report,settled_amount,days_to_settle,leakage_flag
CL000436,A14,motor,online,4,1,10.2,2263.09,24.0,0
CL000437,A26,health,phone,5,1,7.5,3274.69,30.6,0
CL000438,A5,health,phone,4,1,3.4,2405.21,35.2,0
CL000439,A14,property,online,2,1,6.9,1523.28,17.9,0
CL000440,A11,motor,phone,4,0,7.3,1478.97,32.8,0
CL000441,A9,property,broker,1,1,20.2,5450.18,20.4,0
CL000442,A26,property,broker,4,1,6.7,5126.33,26.5,0
CL000443,A23,health,phone,4,1,0.1,2349.03,35.5,0
CL000444,A16,health,phone,5,0,9.7,3427.39,37.5,0
CL000445,A26,property,broker,1,0,5.0,3052.72,23.1,0
CL000446,A22,health,broker,5,1,12.9,4085.84,54.7,1
CL000447,A2,motor,phone,5,2,5.7,4474.53,34.8,0
CL000448,A17,motor,broker,2,1,7.5,1078.92,37.1,1
CL000449,A0,property,phone,3,2,28.2,1765.1,36.2,0
CL000450,A19,health,phone,5,1,8.2,3091.18,48.2,1
CL000451,A25,travel,online,3,2,7.7,1083.05,42.6,1
CL000452,A21,property,phone,1,1,9.2,1832.02,18.1,0
CL000453,A21,motor,phone,2,0,3.4,1490.82,18.4,0
CL000454,A6,health,phone,4,3,10.4,2425.17,53.9,1
CL000455,A2,property,phone,1,0,1.3,2528.15,11.0,0
CL000456,A22,motor,broker,5,2,1.9,492.68,29.0,0
CL000457,A13,motor,online,3,0,2.2,852.47,21.6,0
CL000458,A12,motor,online,5,0,3.3,7301.45,36.8,0
CL000459,A23,motor,online,4,1,7.3,589.22,26.1,0
CL000460,A13,health,phone,1,2,3.3,1955.53,13.0,0
CL000461,A18,motor,online,1,0,10.7,1760.27,14.4,0
CL000462,A22,motor,phone,1,1,11.3,2235.36,14.1,0
CL000463,A18,property,online,4,2,14.8,2364.54,25.8,0
CL000464,A13,motor,online,3,1,14.7,1383.88,27.8,0
CL000465,A19,motor,phone,2,0,6.8,4988.9,19.4,0
CL000466,A6,travel,broker,3,2,17.3,343.05,22.1,0
CL000467,A4,motor,broker,3,0,2.1,739.99,31.3,0
CL000468,A22,travel,online,5,2,1.7,6443.55,50.9,1
CL000469,A28,travel,broker,4,1,22.2,2820.81,33.6,0
CL000470,A27,health,phone,2,0,5.1,3302.3,29.7,0
CL000471,A5,health,phone,4,0,0.7,2326.25,41.9,1
CL000472,A29,travel,phone,5,3,14.8,911.59,32.9,0
CL000473,A13,property,broker,5,1,12.3,5398.23,36.7,0
CL000474,A22,motor,phone,4,0,19.9,3042.86,29.4,0
CL000475,A14,health,online,2,3,6.0,734.93,15.5,0
CL000476,A2,motor,phone,1,0,4.5,2120.62,17.0,0
CL000477,A27,motor,phone,2,0,10.0,465.09,21.0,0
CL000478,A1,property,broker,5,1,17.7,9690.0,53.3,1
CL000479,A27,property,online,1,1,14.2,778.98,37.6,1
CL000480,A22,property,online,5,2,9.1,1080.73,52.2,1
CL000481,A13,motor,online,1,1,21.9,712.65,18.6,0
CL000482,A19,health,online,4,0,7.4,1909.03,25.4,0
CL000483,A17,motor,online,5,1,1.3,5562.15,28.9,0
CL000484,A9,motor,phone,5,0,3.9,1885.34,48.7,1
CL000485,A7,motor,phone,5,1,7.9,1189.42,29.6,0
CL000486,A20,health,phone,4,3,5.1,4184.93,31.6,0
CL000487,A4,health,phone,4,1,5.8,9048.0,25.0,0
CL000488,A15,health,online,5,1,10.4,6616.17,29.3,0
CL000489,A16,property,online,3,0,5.4,1421.97,20.6,0
CL000490,A19,motor,phone,1,1,14.3,1225.82,22.9,0
CL000491,A12,property,online,3,0,36.8,1378.69,29.9,0
CL000492,A16,motor,online,4,0,12.8,2815.31,33.1,0
CL000493,A8,motor,phone,3,0,6.5,449.13,43.1,1
CL000494,A20,motor,broker,1,0,2.5,891.23,13.0,0
CL000495,A26,motor,online,1,2,1.7,1622.69,20.2,0
CL000496,A23,motor,online,1,1,12.0,822.51,24.7,0
CL000497,A15,health,phone,2,0,30.0,3048.48,41.2,1
CL000498,A29,motor,phone,4,1,1.3,2047.83,44.2,1
CL000499,A10,property,online,4,1,9.8,2328.43,28.4,0
CL000500,A17,health,phone,4,1,1.7,7810.68,26.4,0
CL000501,A2,motor,broker,5,4,6.5,2607.09,31.6,0
CL000502,A3,motor,phone,5,1,14.1,962.89,52.7,1
CL000503,A2,motor,phone,3,0,7.7,2195.3,24.8,0
CL000504,A14,property,online,4,1,8.4,803.12,29.5,0
CL000505,A25,motor,broker,5,1,10.5,4198.42,51.2,1
CL000506,A21,property,broker,5,0,7.8,3492.11,59.2,1
CL000507,A18,health,phone,3,2,13.7,10568.04,42.2,1
CL000508,A18,health,online,4,2,6.4,1642.21,28.0,0
CL000509,A17,motor,phone,4,0,12.2,8760.53,30.0,0
CL000510,A14,health,online,1,1,47.8,1135.21,42.8,1
CL000511,A25,motor,online,4,2,3.1,14787.54,26.2,0
CL000512,A14,property,broker,4,0,11.6,3149.67,25.4,0
CL000513,A26,property,online,2,0,9.0,3729.11,23.8,0
CL000514,A15,motor,broker,1,0,2.8,674.31,12.0,0
CL000515,A1,health,online,3,1,3.2,2782.56,51.6,1
CL000516,A8,travel,phone,2,2,22.2,1964.17,27.4,0
CL000517,A13,motor,online,4,0,7.7,923.24,28.2,0
CL000518,A4,travel,online,4,0,0.6,2686.74,22.4,0
CL000519,A26,health,online,3,2,2.1,1265.15,31.0,0
CL000520,A29,health,phone,5,1,7.0,2918.98,33.1,0
CL000521,A0,travel,online,4,0,22.6,20029.21,33.4,0
CL000522,A13,property,online,5,0,4.7,258.6,27.9,0
CL000523,A2,health,online,2,0,8.5,2292.19,18.4,0
CL000524,A22,motor,broker,5,0,9.5,1853.66,33.6,0
CL000525,A28,health,broker,5,1,27.8,4331.7,53.6,1
CL000526,A15,property,broker,5,0,4.8,1889.08,59.0,1
CL000527,A22,property,phone,4,1,12.2,1960.47,47.9,1
CL000528,A8,motor,broker,5,0,28.8,2954.56,36.2,0
CL000529,A3,motor,broker,1,0,6.0,563.38,11.7,0
CL000530,A17,motor,broker,4,0,3.5,1106.68,24.4,0
CL000531,A29,health,broker,2,0,1.4,1790.06,15.4,0
CL000532,A25,property,phone,1,0,4.0,4093.4,13.5,0
CL000533,A17,property,broker,2,1,11.0,897.95,16.8,0
CL000534,A20,motor,online,4,0,15.6,6169.06,47.9,1
CL000535,A15,motor,online,1,2,5.1,480.77,34.1,0
CL000536,A17,property,phone,2,0,9.6,1019.05,22.0,0
CL000537,A1,motor,phone,1,0,12.5,581.72,26.6,0
CL000538,A15,motor,online,4,0,10.6,3160.49,31.6,0
CL000539,A4,motor,broker,3,0,14.6,3030.87,25.0,0
CL000540,A11,health,phone,5,2,9.5,3753.13,42.1,0
CL000541,A8,travel,phone,3,0,3.0,4348.37,18.8,0
CL000542,A18,motor,online,1,0,15.8,1836.24,15.8,0
CL000543,A22,motor,broker,5,1,0.9,4882.48,37.3,0
CL000544,A8,health,online,4,2,0.5,38490.25,22.3,0
CL000545,A17,health,phone,3,0,12.0,3558.99,47.9,1
CL000546,A23,property,phone,4,0,19.1,791.06,33.3,0
CL000547,A15,health,phone,4,0,5.9,3146.09,26.4,0
CL000548,A15,property,online,1,1,1.2,101.19,30.8,1
CL000549,A16,property,phone,5,0,4.2,2097.81,26.7,0
CL000550,A9,motor,online,1,1,1.7,2059.74,16.5,0
CL000551,A13,property,online,3,2,2.6,447.21,24.4,0
CL000552,A4,travel,broker,2,0,10.1,749.36,22.2,0
CL000553,A6,health,online,2,1,14.9,2053.7,18.0,0
CL000554,A25,property,online,5,1,5.1,17848.45,35.8,0
CL000555,A18,motor,online,3,1,8.3,3456.4,19.6,0
CL000556,A8,motor,broker,4,2,6.2,1419.91,25.9,0
CL000557,A24,motor,online,5,0,2.7,3000.62,34.5,0
CL000558,A14,motor,online,5,0,10.2,2222.6,29.6,0
CL000559,A2,health,phone,5,1,1.7,2336.36,30.2,0
CL000560,A3,motor,broker,1,0,16.0,674.13,22.6,0
CL000561,A12,health,phone,2,0,16.9,1912.28,19.6,0
CL000562,A2,health,phone,1,0,3.1,286.97,20.6,0
CL000563,A23,motor,online,2,1,9.2,11581.99,20.7,0
CL000564,A21,property,online,3,0,0.9,2268.45,19.2,0
CL000565,A5,motor,phone,4,1,17.3,2931.22,36.4,0
CL000566,A16,motor,online,2,1,7.0,974.93,23.3,0
CL000567,A19,property,broker,2,0,13.4,1893.25,20.3,0
CL000568,A13,health,online,4,1,5.9,776.71,26.2,0
CL000569,A10,property,phone,2,1,0.9,1050.04,23.3,0
CL000570,A8,motor,online,1,0,10.0,1573.66,12.3,0
CL000571,A23,travel,online,4,1,6.9,3463.74,26.1,0
CL000572,A15,travel,online,4,2,8.8,1110.83,46.3,1
CL000573,A14,motor,broker,5,1,8.3,3085.18,36.5,0
CL000574,A24,motor,online,5,1,6.1,977.76,39.2,0
CL000575,A8,property,phone,5,1,5.4,2531.7,50.9,1
CL000576,A3,property,broker,2,0,12.0,879.13,36.5,1
CL000577,A24,motor,phone,2,0,4.1,659.83,19.2,0
CL000578,A6,motor,phone,3,1,5.8,3603.31,22.1,0
CL000579,A4,motor,phone,4,1,42.5,4281.2,38.3,0
CL000580,A3,motor,phone,5,1,4.8,19602.01,30.8,0
CL000581,A6,health,online,4,0,11.2,2625.83,49.0,1
CL000582,A22,motor,online,4,0,1.6,3004.01,29.9,0
CL000583,A29,property,phone,5,1,1.2,27938.13,46.8,1
CL000584,A4,motor,online,4,1,3.4,2639.26,23.2,0
CL000585,A23,motor,online,5,0,15.6,611.59,36.8,0
CL000586,A5,health,phone,5,0,3.2,349.32,29.7,0
CL000587,A26,health,online,4,0,3.1,9543.44,26.5,0
CL000588,A26,motor,online,4,0,13.5,8259.65,24.5,0
CL000589,A28,motor,phone,4,0,14.2,6119.65,33.0,0
CL000590,A4,property,phone,3,1,11.8,10782.3,40.1,1
CL000591,A29,property,phone,2,1,11.1,661.23,25.1,0
CL000592,A11,property,phone,1,1,9.1,381.18,11.8,0
CL000593,A10,property,phone,1,1,11.1,6981.38,17.2,0
CL000594,A5,travel,phone,3,1,13.3,911.53,23.2,0
CL000595,A23,motor,broker,2,0,34.3,3814.85,22.9,0
CL000596,A1,health,broker,5,0,5.4,980.97,26.8,0
CL000597,A17,motor,online,4,1,19.7,4841.49,30.5,0
CL000598,A21,property,broker,2,1,17.7,1165.0,21.6,0
CL000599,A27,travel,phone,4,0,4.6,7416.2,35.5,0
CL000600,A11,motor,online,5,0,10.5,6672.34,39.3,0
CL000601,A16,motor,phone,2,1,9.0,2554.93,17.6,0
CL000602,A17,health,phone,5,0,6.7,8113.3,31.8,0
CL000603,A10,health,broker,1,0,6.7,1367.67,12.8,0
CL000604,A25,health,online,5,0,15.4,4093.52,36.6,0
CL000605,A10,health,phone,3,1,16.4,1821.4,27.8,0
CL000606,A15,travel,online,4,0,1.5,8718.67,31.9,0
CL000607,A10,motor,phone,5,0,3.2,2001.29,30.1,0
CL000608,A27,health,phone,4,0,6.3,1746.89,24.7,0
CL000609,A6,property,online,2,2,8.1,727.02,24.6,0
CL000610,A24,motor,phone,4,0,7.9,1376.91,29.4,0
CL000611,A22,health,phone,3,3,4.1,2583.61,20.2,0
CL000612,A21,motor,phone,2,0,2.2,7063.36,18.1,0
CL000613,A17,motor,online,4,0,7.1,4745.89,28.9,0
CL000614,A9,travel,phone,2,1,3.8,2154.13,23.3,0
CL000615,A28,motor,phone,3,0,20.9,3471.78,25.5,0
CL000616,A11,property,online,4,0,4.1,622.53,25.9,0
CL000617,A23,health,broker,4,1,9.5,944.97,27.3,0
CL000618,A21,motor,phone,2,1,5.2,7856.14,36.4,1
CL000619,A6,health,phone,2,0,23.1,7117.83,19.2,0
CL000620,A29,health,online,2,1,23.4,633.54,25.9,0
CL000621,A6,health,phone,4,0,18.2,972.13,36.9,0
CL000622,A5,health,online,2,0,0.8,1138.5,18.9,0
CL000623,A4,motor,online,4,0,9.6,7581.22,24.5,0
CL000624,A13,health,phone,3,1,12.6,2413.12,33.4,0
CL000625,A13,motor,phone,4,1,5.9,2729.37,46.3,1
CL000626,A7,motor,online,2,0,44.0,552.58,29.5,0
CL000627,A19,motor,broker,2,1,1.8,1527.81,17.1,0
CL000628,A16,motor,phone,2,1,15.7,1468.56,27.8,0
CL000629,A0,health,online,5,0,10.2,9782.52,43.8,0
CL000630,A3,travel,broker,1,0,0.4,1849.63,16.3,0
CL000631,A12,health,online,4,1,5.2,457.2,26.1,0
CL000632,A12,motor,online,5,2,5.8,844.04,36.5,0
CL000633,A27,property,phone,2,1,1.2,1617.69,20.0,0
CL000634,A10,travel,broker,1,1,21.6,1762.95,18.2,0
CL000635,A2,property,phone,1,0,26.4,1755.79,22.6,0
CL000636,A24,property,phone,1,1,13.6,520.35,13.7,0
CL000637,A12,motor,phone,4,0,0.4,3703.0,25.1,0
CL000638,A19,motor,online,4,1,1.0,3981.47,27.7,0
CL000639,A10,property,broker,1,1,1.9,3056.35,18.4,0
CL000640,A16,property,online,3,1,13.0,602.73,37.8,0
CL000641,A7,motor,online,3,1,5.4,2349.12,21.3,0
CL000642,A19,health,phone,4,1,0.3,5426.91,27.0,0
CL000643,A6,motor,online,3,1,27.6,1608.99,26.3,0
CL000644,A26,travel,broker,5,2,33.9,12109.84,60.5,1
CL000645,A27,motor,phone,2,0,2.9,1677.69,24.3,0
CL000646,A11,travel,broker,2,0,2.7,2864.84,54.7,1
CL000647,A4,property,phone,2,0,14.6,789.78,18.8,0
CL000648,A26,motor,phone,4,1,13.0,7328.19,29.7,0
CL000649,A1,motor,online,4,1,3.5,2403.89,29.4,0
CL000650,A27,property,phone,3,0,1.7,771.38,19.1,0
CL000651,A0,motor,online,5,0,5.9,5185.44,33.5,0
CL000652,A17,property,phone,5,2,7.7,581.26,29.1,0
CL000653,A9,motor,broker,5,1,4.8,1956.35,55.1,1
CL000654,A13,motor,phone,2,0,1.4,7901.94,43.4,1
CL000655,A12,motor,phone,2,1,3.7,1961.18,20.2,0
CL000656,A12,health,broker,2,1,6.5,3723.41,21.6,0
CL000657,A19,motor,online,2,0,11.5,1431.39,18.0,0
CL000658,A22,property,online,2,0,5.8,2102.22,23.9,0
CL000659,A22,property,phone,5,1,12.8,3782.17,32.7,0
CL000660,A9,motor,online,1,0,4.0,7142.91,16.8,0
CL000661,A10,property,broker,3,0,3.6,4864.97,29.0,0
CL000662,A24,health,phone,4,1,30.3,4563.71,31.2,0
CL000663,A3,property,phone,3,0,26.4,2514.09,24.3,0
CL000664,A20,travel,phone,4,1,26.0,1666.06,57.9,1
CL000665,A11,health,broker,4,0,35.7,1143.42,35.1,0
CL000666,A23,health,phone,2,1,13.7,5226.22,20.2,0
CL000667,A16,motor,online,5,2,3.9,12814.42,27.8,0
CL000668,A29,property,online,3,1,19.5,978.18,24.3,0
CL000669,A22,health,phone,5,0,4.0,71342.25,29.1,0
CL000670,A18,property,broker,3,2,8.5,1350.13,45.8,1
CL000671,A18,property,phone,2,1,3.4,4188.89,42.5,1
CL000672,A14,property,phone,2,2,8.9,2589.28,35.6,1
CL000673,A1,motor,online,5,0,4.3,4918.71,47.3,1
CL000674,A24,motor,broker,3,0,15.7,1705.14,39.9,0
CL000675,A20,motor,broker,5,3,11.9,904.3,53.3,1
CL000676,A21,motor,phone,2,1,7.4,1381.44,19.4,0
CL000677,A15,motor,phone,5,3,6.3,4738.11,52.6,1
CL000678,A19,motor,phone,4,0,13.5,521.94,41.8,0
CL000679,A26,motor,online,5,2,9.7,6625.95,34.8,0
CL000680,A11,health,online,4,0,4.3,2658.0,25.3,0
CL000681,A11,health,phone,1,1,1.9,2532.36,10.8,0
CL000682,A19,motor,online,1,1,26.8,1006.74,18.9,0
CL000683,A5,motor,broker,3,0,4.4,4406.45,23.0,0
CL000684,A18,motor,online,2,0,3.7,1716.44,21.2,0
CL000685,A20,motor,online,3,0,2.0,6349.21,17.9,0
CL000686,A20,property,online,4,0,0.2,3175.53,23.5,0
CL000687,A4,motor,broker,4,0,2.3,3868.19,30.0,0
CL000688,A14,property,broker,5,2,1.4,18305.9,34.8,0
CL000689,A23,health,broker,1,3,1.9,275.83,30.8,1
CL000690,A29,motor,online,3,1,2.2,1945.37,40.4,1
CL000691,A23,motor,online,1,2,4.7,1172.58,14.3,0
CL000692,A14,travel,phone,3,1,8.7,2423.62,25.1,0
CL000693,A6,motor,broker,5,2,17.9,10259.01,51.6,1
CL000694,A17,health,online,3,1,5.2,1133.92,25.0,0
CL000695,A3,property,broker,3,2,9.4,1072.27,39.9,1
CL000696,A25,health,phone,3,0,4.8,3081.99,31.1,0
CL000697,A29,motor,phone,5,0,3.4,1979.45,32.5,0
CL000698,A27,property,broker,2,3,12.1,1405.4,21.1,0
CL000699,A11,property,online,3,0,8.2,4455.72,28.1,0
CL000700,A26,travel,broker,2,1,10.0,2044.58,20.2,0
CL000701,A14,motor,online,1,1,4.5,354.82,21.6,0
CL000702,A2,travel,broker,2,1,3.6,1197.93,21.7,0
CL000703,A14,health,phone,4,2,6.8,3251.28,30.3,0
CL000704,A13,health,phone,4,1,9.8,1463.15,25.0,0
CL000705,A19,motor,online,3,0,19.6,1677.29,23.6,0
CL000706,A21,motor,phone,5,0,15.7,14379.49,35.5,0
CL000707,A8,property,online,4,2,14.2,3845.09,39.5,0
CL000708,A7,motor,online,5,0,8.2,1356.47,29.3,0
CL000709,A23,motor,online,4,0,4.3,5049.98,24.8,0
CL000710,A15,health,online,5,0,5.7,1631.91,31.1,0
CL000711,A7,motor,online,1,0,17.1,581.33,22.5,0
CL000712,A5,motor,phone,5,2,1.7,2151.93,40.5,0
CL000713,A7,motor,phone,3,2,8.2,4690.22,46.6,1
CL000714,A8,property,online,1,1,18.5,5693.68,19.6,0
CL000715,A13,motor,broker,4,1,15.3,6900.58,30.0,0
CL000716,A9,motor,phone,2,1,2.7,2729.66,20.9,0
CL000717,A0,health,phone,4,0,8.7,1605.2,42.9,0
CL000718,A29,motor,online,3,1,10.9,457.77,34.3,0
CL000719,A4,health,broker,3,1,12.3,69949.5,57.6,1
CL000720,A24,health,broker,2,1,3.0,313.57,19.2,0
CL000721,A7,property,broker,2,0,8.6,4259.15,18.5,0
CL000722,A20,motor,phone,1,1,5.1,2780.35,23.4,0
CL000723,A5,travel,phone,5,3,2.5,3514.26,27.4,0
CL000724,A26,motor,phone,1,2,29.5,5995.43,21.0,0
CL000725,A19,health,online,3,0,0.8,720.56,20.7,0
CL000726,A9,motor,online,4,1,11.8,2246.5,29.6,0
CL000727,A9,motor,phone,3,0,9.9,3894.04,26.0,0
CL000728,A0,motor,online,3,0,19.1,2728.63,25.8,0
CL000729,A7,health,phone,1,0,8.6,2216.92,15.2,0
CL000730,A6,motor,online,1,1,4.0,932.9,15.2,0
CL000731,A3,motor,online,1,2,10.8,2610.71,16.0,0
CL000732,A10,motor,broker,3,0,1.7,1635.75,28.5,0
CL000733,A6,health,phone,1,0,4.0,1949.43,16.6,0
CL000734,A9,property,online,5,1,3.1,1437.53,26.9,0
CL000735,A23,property,phone,5,0,3.2,4601.81,35.5,0
CL000736,A15,property,online,3,1,0.9,1034.97,18.4,0
CL000737,A18,health,online,4,2,1.1,1858.64,43.6,1
CL000738,A28,travel,online,1,2,6.9,578.92,26.7,0
CL000739,A10,health,online,3,1,5.8,899.02,32.9,0
CL000740,A24,motor,online,3,1,28.8,1471.13,47.9,1
CL000741,A13,motor,phone,2,0,30.5,1192.23,32.5,0
CL000742,A15,motor,online,5,0,12.3,1426.76,29.2,0
CL000743,A3,travel,online,4,1,1.3,5541.46,21.6,0
CL000744,A23,property,broker,4,2,4.2,1384.01,24.2,0
CL000745,A28,property,phone,2,0,6.9,726.08,26.5,0
CL000746,A8,property,online,1,2,15.1,4881.23,15.8,0
CL000747,A16,property,phone,2,0,11.4,1545.56,21.4,0
CL000748,A15,motor,online,4,2,4.7,2793.54,25.4,0
CL000749,A16,health,phone,5,1,7.0,10889.3,41.4,0
CL000750,A11,motor,online,2,2,15.6,805.84,30.6,0
CL000751,A1,motor,broker,4,3,7.4,838.06,25.5,0
CL000752,A26,motor,online,1,1,6.6,1146.42,14.6,0
CL000753,A2,motor,phone,3,1,0.3,2802.54,24.4,0
CL000754,A14,motor,phone,1,0,9.2,3342.31,14.9,0
CL000755,A21,health,phone,1,0,12.4,1120.75,20.3,0
CL000756,A12,property,online,5,2,8.8,4319.23,35.9,0
CL000757,A10,travel,broker,5,1,8.2,5082.33,31.7,0
CL000758,A16,motor,online,1,0,5.3,3921.41,19.8,0
CL000759,A21,property,phone,5,2,12.7,1837.48,29.6,0
CL000760,A14,motor,online,2,0,7.7,3589.03,23.7,0
CL000761,A13,health,online,2,0,10.8,2830.88,27.3,0
CL000762,A8,motor,phone,4,0,5.1,6056.34,25.4,0
CL000763,A29,motor,online,4,0,1.4,7057.55,25.1,0
CL000764,A29,property,broker,2,2,6.3,3885.16,46.3,1
CL000765,A8,motor,broker,3,0,24.5,4197.2,29.1,0
CL000766,A22,motor,online,1,2,5.2,646.49,41.1,1
CL000767,A9,health,broker,1,1,28.3,373.0,23.5,0
CL000768,A19,motor,online,1,1,11.6,438.17,23.6,0
CL000769,A2,property,broker,1,1,45.4,1261.81,22.5,0
CL000770,A11,motor,phone,2,1,1.2,3376.26,17.7,0
CL000771,A8,motor,phone,1,0,6.2,4891.14,14.8,0
CL000772,A18,health,phone,2,2,7.1,2953.91,17.4,0
CL000773,A14,health,online,2,2,2.8,10376.41,18.1,0
CL000774,A6,health,broker,1,0,9.7,379.96,18.8,0
CL000775,A21,health,phone,3,2,18.8,524.48,28.8,0
CL000776,A16,property,broker,5,2,3.8,6277.4,27.8,0
CL000777,A25,health,phone,1,1,13.9,3165.45,17.8,0
CL000778,A9,health,online,2,0,2.0,3121.76,15.0,0
CL000779,A24,property,phone,1,0,2.3,1106.02,13.1,0
CL000780,A27,motor,broker,5,0,4.1,2221.68,26.9,0
CL000781,A17,motor,broker,3,1,14.7,8353.33,24.4,0
CL000782,A4,travel,phone,4,2,4.3,926.29,24.3,0
CL000783,A19,property,online,4,0,25.4,734.98,41.8,0
CL000784,A19,motor,online,3,1,4.7,3032.03,24.3,0
CL000785,A15,motor,online,4,1,17.4,1797.4,45.5,1
CL000786,A21,health,online,5,0,1.6,4484.71,30.3,0
CL000787,A26,travel,broker,3,0,4.8,1068.51,26.8,0
CL000788,A5,property,broker,5,0,2.2,9050.65,47.6,1
CL000789,A11,motor,broker,1,1,45.4,2801.87,24.4,0
CL000790,A5,motor,broker,3,1,13.8,1289.75,27.9,0
CL000791,A7,property,broker,2,0,12.3,2091.42,23.7,0
CL000792,A8,motor,broker,3,0,2.7,2063.89,41.4,1
CL000793,A6,property,phone,2,0,6.5,2595.41,23.6,0
CL000794,A16,health,broker,2,0,3.5,1158.47,20.3,0
CL000795,A4,health,online,5,0,11.3,4216.22,35.0,0
CL000796,A21,motor,online,1,1,9.9,1690.48,17.9,0
CL000797,A4,motor,phone,2,1,6.3,3065.35,21.5,0
CL000798,A4,motor,online,3,1,16.4,8556.87,26.1,0
CL000799,A20,travel,phone,4,1,8.2,957.89,25.1,0
CL000800,A18,motor,phone,3,0,5.6,5021.11,23.2,0
CL000801,A24,motor,online,4,0,19.4,4686.23,29.5,0
CL000802,A25,travel,online,1,0,10.0,2940.44,16.8,0
CL000803,A4,motor,phone,3,0,4.9,1138.97,21.4,0
CL000804,A13,property,online,2,1,9.2,2211.47,24.4,0
CL000805,A28,motor,phone,1,0,6.0,804.49,13.1,0
CL000806,A24,health,broker,5,1,6.1,6807.08,51.7,1
CL000807,A13,health,online,1,0,11.0,1529.64,14.6,0
CL000808,A3,health,phone,2,0,8.9,727.66,18.2,0
CL000809,A18,property,phone,2,1,4.0,8582.18,31.8,0
CL000810,A20,travel,broker,2,1,1.0,776.82,25.2,0
CL000811,A21,motor,phone,5,0,2.3,1303.97,27.1,0
CL000812,A13,property,broker,2,0,0.8,703.35,16.1,0
CL000813,A8,travel,online,2,2,4.4,1026.45,44.3,1
CL000814,A20,motor,online,2,0,19.7,18613.74,20.5,0
CL000815,A23,motor,phone,2,0,26.2,1432.07,20.5,0
CL000816,A11,property,phone,3,1,12.5,915.64,23.3,0
CL000817,A29,motor,online,3,0,7.5,734.62,24.4,0
CL000818,A8,motor,phone,2,1,2.9,1055.89,23.1,0
CL000819,A25,health,online,2,1,4.7,6284.2,18.4,0
CL000820,A21,property,phone,2,1,7.9,3241.62,32.2,0
CL000821,A4,travel,broker,2,0,8.2,2470.86,21.9,0
CL000822,A18,property,online,3,2,7.3,5162.11,25.4,0
CL000823,A18,health,online,5,0,13.1,8324.99,30.7,0
CL000824,A2,health,phone,4,1,3.0,3559.82,44.8,1
CL000825,A10,motor,phone,5,2,12.8,5929.19,31.4,0
CL000826,A10,property,online,4,2,20.7,586.59,32.6,0
CL000827,A10,motor,online,4,0,19.9,2394.21,28.3,0
CL000828,A0,health,phone,4,1,21.2,1535.95,35.4,0
CL000829,A11,motor,online,3,0,2.5,580.36,24.1,0
CL000830,A9,motor,online,4,1,8.2,4303.58,34.2,0
CL000831,A24,motor,online,1,2,10.3,900.97,27.5,0
CL000832,A0,motor,online,3,0,0.7,1368.24,19.0,0
CL000833,A8,motor,phone,1,0,4.3,1490.91,11.7,0
CL000834,A27,motor,phone,5,2,7.0,1458.93,31.2,0
CL000835,A1,travel,online,5,0,1.2,4164.5,30.2,0
CL000836,A27,motor,phone,2,0,3.3,1058.19,21.6,0
CL000837,A1,motor,phone,5,1,5.4,924.02,29.3,0
CL000838,A10,health,phone,1,1,7.6,2554.23,16.4,0
CL000839,A2,property,phone,5,0,21.7,983.92,36.7,0
CL000840,A4,motor,phone,4,1,16.7,5772.38,29.5,0
CL000841,A22,property,phone,4,2,5.0,4931.69,27.9,0
CL000842,A0,motor,phone,1,2,7.2,690.37,14.4,0
CL000843,A28,motor,online,5,1,2.9,722.51,27.0,0
CL000844,A29,property,broker,3,0,26.4,3199.81,54.3,1
CL000845,A17,motor,online,5,3,4.5,13260.16,27.8,0
CL000846,A22,motor,phone,5,1,17.2,3307.21,30.5,0
CL000847,A2,motor,online,4,2,8.7,2547.56,27.2,0
CL000848,A8,health,online,2,1,1.9,10407.69,31.1,0
CL000849,A14,health,online,5,1,3.3,2009.91,36.3,0
CL000850,A17,motor,broker,5,1,8.2,7226.23,52.4,1
CL000851,A28,health,broker,1,3,2.7,335.92,15.7,0
CL000852,A18,motor,online,1,1,3.0,1252.88,16.8,0
CL000853,A8,property,online,3,1,1.1,2669.88,19.2,0
CL000854,A13,property,broker,1,1,5.6,3344.16,17.1,0
CL000855,A2,travel,broker,4,1,10.5,7041.65,44.2,1
CL000856,A21,motor,online,5,0,4.1,2635.11,29.2,0
CL000857,A14,property,phone,3,0,7.8,447.03,28.1,0
CL000858,A10,property,online,3,2,15.5,4117.78,41.4,1
CL000859,A0,motor,phone,5,0,7.5,11989.57,53.2,1
CL000860,A16,health,online,5,1,5.2,1811.69,27.3,0
CL000861,A6,health,broker,5,1,5.6,827.39,34.1,0
CL000862,A19,motor,online,4,1,9.3,2102.86,29.7,0
CL000863,A3,health,online,1,0,10.2,694.4,15.6,0
CL000864,A20,motor,online,2,1,9.9,829.75,20.5,0
CL000865,A10,motor,phone,1,0,5.8,1635.92,12.8,0
CL000866,A26,property,broker,5,0,2.0,618.14,31.1,0
CL000867,A26,motor,phone,1,2,18.3,2269.38,15.0,0
CL000868,A13,property,phone,3,1,2.5,1764.9,22.9,0
CL000869,A17,travel,online,5,0,35.7,14222.04,40.2,0
CL000870,A29,travel,online,4,0,16.5,2733.84,28.4,0
CL000871,A7,motor,online,3,1,2.4,8731.79,19.9,0
